run_id,question_id,split_name,subject,method_name,prompt_version,perturbation_name,sample_index,provider,model_name,temperature,max_tokens,seed,question_text,choice_a,choice_b,choice_c,choice_d,correct_option,prompt,model_status,raw_text,finish_reason,latency_seconds,timestamp_utc,error_type,error_message,error_stage,error_retryable,parsed_choice,parse_status,normalized_text,parse_reason,is_correct,score_status,free_text_prompt,free_text_response,free_text_latency,fallback_used,benchmark,free_text_stage1_disposition
20260603_134908,83dc7dcf6490ba5e,robustness,arc_challenge,two_prompt,v3,,10.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,At which temperature does water freeze?,0 degrees Celsius,32 degrees Celsius,100 degrees Celsius,212 degrees Celsius,A,"You are given a question, a reference answer, and four options.

Question: At which temperature does water freeze?

Reference answer: 0°C (32°F)

Options:
A. 0 degrees Celsius
B. 32 degrees Celsius
C. 100 degrees Celsius
D. 212 degrees Celsius

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,A,STOP,0.0,,,,,,A,parse_ok,A,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: At which temperature does water freeze?

Respond with a short direct answer only.",0°C (32°F),0.0,False,arc_challenge,
20260603_134908,3f0f2e6a5eacdec8,robustness,arc_challenge,two_prompt,v3,,11.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,"Fossil bones and teeth of dinosaurs have been researched for the last century. Recent discoveries of fossilized dinosaurs have also revealed details of soft tissues, such as skin. Which is best for a scientist to do when reporting research on dinosaurs now?",exclude research on teeth or bones,predict what the next discovery will be,analyze new data as it becomes available,delete earlier reports that were missing the new findings,C,"You are given a question, a reference answer, and four options.

Question: Fossil bones and teeth of dinosaurs have been researched for the last century. Recent discoveries of fossilized dinosaurs have also revealed details of soft tissues, such as skin. Which is best for a scientist to do when reporting research on dinosaurs now?

Reference answer: Integrate findings from both hard and soft tissues.""

Options:
A. exclude research on teeth or bones
B. predict what the next discovery will be
C. analyze new data as it becomes available
D. delete earlier reports that were missing the new findings

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,"The question asks what is best for a scientist to do when reporting research on dinosaurs now, given that",MAX_TOKENS,0.0,,,,,,A,parse_ok,"The question asks what is best for a scientist to do when reporting research on dinosaurs now, given that",Answer successfully parsed from last standalone letter,False,score_incorrect,"Answer the following question based on your knowledge.

Question: Fossil bones and teeth of dinosaurs have been researched for the last century. Recent discoveries of fossilized dinosaurs have also revealed details of soft tissues, such as skin. Which is best for a scientist to do when reporting research on dinosaurs now?

Respond with a short direct answer only.","Integrate findings from both hard and soft tissues.""",0.0,False,arc_challenge,
20260603_134908,6cdd8bb36f3e47c5,robustness,arc_challenge,two_prompt,v3,,12.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,"Molly was making iced tea by putting tea bags in boiling water. She needed to cool the hot tea quickly, so she poured it into a pitcher full of ice. Which best describes the flow of thermal energy?",from the ice to the tea,from the tea to the ice,from the pitcher to the tea,from the ice to the pitcher,B,"You are given a question, a reference answer, and four options.

Question: Molly was making iced tea by putting tea bags in boiling water. She needed to cool the hot tea quickly, so she poured it into a pitcher full of ice. Which best describes the flow of thermal energy?

Reference answer: Thermal energy flows from the hot tea to the ice.

Options:
A. from the ice to the tea
B. from the tea to the ice
C. from the pitcher to the tea
D. from the ice to the pitcher

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,B,STOP,0.0,,,,,,B,parse_ok,B,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: Molly was making iced tea by putting tea bags in boiling water. She needed to cool the hot tea quickly, so she poured it into a pitcher full of ice. Which best describes the flow of thermal energy?

Respond with a short direct answer only.",Thermal energy flows from the hot tea to the ice.,0.0,False,arc_challenge,
20260603_134908,924cf29d9e4ee280,robustness,arc_challenge,two_prompt,v3,,13.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,Logging companies cut trees in a forest and send the trees to lumber mills far from the forest. The mills make boards that are used for construction. Some logging companies do not plant tree seedlings after cutting trees. Not planting tree seedlings might affect people who need boards in the future because,the price of boards will increase,the price of boards will decrease,there will be more boards available,there will be more trees for logging,A,"You are given a question, a reference answer, and four options.

Question: Logging companies cut trees in a forest and send the trees to lumber mills far from the forest. The mills make boards that are used for construction. Some logging companies do not plant tree seedlings after cutting trees. Not planting tree seedlings might affect people who need boards in the future because

Reference answer: there will be fewer trees available to be cut for lumber in the future.

Options:
A. the price of boards will increase
B. the price of boards will decrease
C. there will be more boards available
D. there will be more trees for logging

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,A,STOP,0.0,,,,,,A,parse_ok,A,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: Logging companies cut trees in a forest and send the trees to lumber mills far from the forest. The mills make boards that are used for construction. Some logging companies do not plant tree seedlings after cutting trees. Not planting tree seedlings might affect people who need boards in the future because

Respond with a short direct answer only.",there will be fewer trees available to be cut for lumber in the future.,0.0,False,arc_challenge,
20260603_134908,e7f5bb25beaf6227,robustness,arc_challenge,two_prompt,v3,,14.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,"It was once thought that living organisms could come from non-living matter. For example, people believed that flies would develop from rotting meat. This idea was later disproved primarily because of",the discovery of the atom.,better surgical techniques.,continued experimentation.,the invention of the microscope.,C,"You are given a question, a reference answer, and four options.

Question: It was once thought that living organisms could come from non-living matter. For example, people believed that flies would develop from rotting meat. This idea was later disproved primarily because of

Reference answer: Experiments demonstrated that living organisms only arise from other living organisms, such as flies laying eggs.

Options:
A. the discovery of the atom.
B. better surgical techniques.
C. continued experimentation.
D. the invention of the microscope.

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,C,STOP,0.0,,,,,,C,parse_ok,C,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: It was once thought that living organisms could come from non-living matter. For example, people believed that flies would develop from rotting meat. This idea was later disproved primarily because of

Respond with a short direct answer only.","Experiments demonstrated that living organisms only arise from other living organisms, such as flies laying eggs.",0.0,False,arc_challenge,
20260603_134908,af4da281f9faedb2,robustness,arc_challenge,two_prompt,v3,,15.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,Cells take in food for energy. The part of the cell that aids in digestion of the food is the lysosome. What is the main role of lysosomes in the process of food digestion?,building proteins,breaking down wastes,controlling the activities of the cell,converting energy from one form into another,B,"You are given a question, a reference answer, and four options.

Question: Cells take in food for energy. The part of the cell that aids in digestion of the food is the lysosome. What is the main role of lysosomes in the process of food digestion?

Reference answer: Lysosomes contain digestive enzymes that break down food particles into smaller molecules for the cell to use.

Options:
A. building proteins
B. breaking down wastes
C. controlling the activities of the cell
D. converting energy from one form into another

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,"The question asks about the main role of lysosomes in the process of *food digestion*.
",MAX_TOKENS,0.0,,,,,,,parse_missing,The question asks about the main role of lysosomes in the process of *food digestion*.,Text present but no option text match found,,score_unscorable,"Answer the following question based on your knowledge.

Question: Cells take in food for energy. The part of the cell that aids in digestion of the food is the lysosome. What is the main role of lysosomes in the process of food digestion?

Respond with a short direct answer only.",Lysosomes contain digestive enzymes that break down food particles into smaller molecules for the cell to use.,0.0,False,arc_challenge,
20260603_134908,b97c2eaaf53085bd,robustness,arc_challenge,two_prompt,v3,,16.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,"When an electric current is passed through water (H_{2}O) using a specific apparatus, hydrogen (H_{2}) and oxygen (O_{2}) gases form. How can this reaction be shown in a chemical equation?",H_{2}O -> H + O + H,2H_{2}O(l) -> 2H_{2}(g) + O_{2}(g),H:O:H -> H_{2}O,H_{2}O(l) -> 2H(g) + O(g),B,"You are given a question, a reference answer, and four options.

Question: When an electric current is passed through water (H_{2}O) using a specific apparatus, hydrogen (H_{2}) and oxygen (O_{2}) gases form. How can this reaction be shown in a chemical equation?

Reference answer: 2H₂O → 2H₂ + O₂

Options:
A. H_{2}O -> H + O + H
B. 2H_{2}O(l) -> 2H_{2}(g) + O_{2}(g)
C. H:O:H -> H_{2}O
D. H_{2}O(l) -> 2H(g) + O(g)

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,B,STOP,0.0,,,,,,B,parse_ok,B,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: When an electric current is passed through water (H_{2}O) using a specific apparatus, hydrogen (H_{2}) and oxygen (O_{2}) gases form. How can this reaction be shown in a chemical equation?

Respond with a short direct answer only.",2H₂O → 2H₂ + O₂,0.0,False,arc_challenge,
20260603_134908,5c22a4e135142dc9,robustness,arc_challenge,two_prompt,v3,,17.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,Which is a fact about penguins?,Penguins can live in climates with freezing temperatures.,Penguins are fierce competitors.,Penguins are some of the most beautiful birds.,Penguins make great pets.,A,"You are given a question, a reference answer, and four options.

Question: Which is a fact about penguins?

Reference answer: Penguins are birds that cannot fly.

Options:
A. Penguins can live in climates with freezing temperatures.
B. Penguins are fierce competitors.
C. Penguins are some of the most beautiful birds.
D. Penguins make great pets.

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,A,STOP,0.0,,,,,,A,parse_ok,A,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: Which is a fact about penguins?

Respond with a short direct answer only.",Penguins are birds that cannot fly.,0.0,False,arc_challenge,
20260603_134908,7530303e6da11903,robustness,arc_challenge,two_prompt,v3,,18.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,"Snow, rain, hail, and fog are all forms of",gas.,water.,wind.,clouds.,B,"You are given a question, a reference answer, and four options.

Question: Snow, rain, hail, and fog are all forms of

Reference answer: atmospheric moisture

Options:
A. gas.
B. water.
C. wind.
D. clouds.

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,B,STOP,0.0,,,,,,B,parse_ok,B,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: Snow, rain, hail, and fog are all forms of

Respond with a short direct answer only.",atmospheric moisture,0.0,False,arc_challenge,
20260603_134908,801ce61a2668eebc,robustness,arc_challenge,two_prompt,v3,,19.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,"Scott filled a tray with juice and put it in a freezer. The next day, Scott opened the freezer. How did the juice most likely change?",It condensed.,It evaporated.,It became a gas.,It became a solid.,D,"You are given a question, a reference answer, and four options.

Question: Scott filled a tray with juice and put it in a freezer. The next day, Scott opened the freezer. How did the juice most likely change?

Reference answer: The juice most likely froze and turned into ice.

Options:
A. It condensed.
B. It evaporated.
C. It became a gas.
D. It became a solid.

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,D,STOP,0.0,,,,,,D,parse_ok,D,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: Scott filled a tray with juice and put it in a freezer. The next day, Scott opened the freezer. How did the juice most likely change?

Respond with a short direct answer only.",The juice most likely froze and turned into ice.,0.0,False,arc_challenge,
20260603_134908,a7164ee03595176f,robustness,arc_challenge,two_prompt,v3,,20.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,"On August 21, a flash flood warning was issued for the Las Vegas area. Which statement best describes this warning in terms of weather and climate?",It is a constant climate feature throughout the year.,It is a seasonal weather feature with irregular occurrences.,It is a continuous weather feature during the season in which it occurs.,It is a rare event inconsistent with local climate and weather.,B,"You are given a question, a reference answer, and four options.

Question: On August 21, a flash flood warning was issued for the Las Vegas area. Which statement best describes this warning in terms of weather and climate?

Reference answer: It describes a weather event that is characteristic of the region's climate during monsoon season.

Options:
A. It is a constant climate feature throughout the year.
B. It is a seasonal weather feature with irregular occurrences.
C. It is a continuous weather feature during the season in which it occurs.
D. It is a rare event inconsistent with local climate and weather.

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,B,STOP,0.0,,,,,,B,parse_ok,B,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: On August 21, a flash flood warning was issued for the Las Vegas area. Which statement best describes this warning in terms of weather and climate?

Respond with a short direct answer only.",It describes a weather event that is characteristic of the region's climate during monsoon season.,0.0,False,arc_challenge,
20260603_134908,b0007a06467007e9,robustness,arc_challenge,two_prompt,v3,,21.0,gemini,gemini-2.5-flash,0.0,500.0,42.0,Students heated three objects to different temperatures during a classroom demonstration. Each object emitted light of a different color as shown below. Object 1: blue light Object 2: red light Object 3: orange light Which list presents the objects in order from highest to lowest temperature?,"Object 1, Object 2, Object 3","Object 1, Object 3, Object 2","Object 2, Object 1, Object 3","Object 2, Object 3, Object 1",B,"You are given a question, a reference answer, and four options.

Question: Students heated three objects to different temperatures during a classroom demonstration. Each object emitted light of a different color as shown below. Object 1: blue light Object 2: red light Object 3: orange light Which list presents the objects in order from highest to lowest temperature?

Reference answer: Object 1, Object 3, Object 2

Options:
A. Object 1, Object 2, Object 3
B. Object 1, Object 3, Object 2
C. Object 2, Object 1, Object 3
D. Object 2, Object 3, Object 1

Choose the option that is semantically closest to the reference answer in the context of the question.
Prioritize meaning over exact wording.
If the reference answer is incomplete, ambiguous, or phrased differently from the options, choose the option most consistent with it.
Respond with only A, B, C, or D.",success,B,STOP,0.0,,,,,,B,parse_ok,B,Answer successfully parsed,True,score_correct,"Answer the following question based on your knowledge.

Question: Students heated three objects to different temperatures during a classroom demonstration. Each object emitted light of a different color as shown below. Object 1: blue light Object 2: red light Object 3: orange light Which list presents the objects in order from highest to lowest temperature?

Respond with a short direct answer only.","Object 1, Object 3, Object 2",0.0,False,arc_challenge,
